asin,title,imgUrl,price,stars,isBestSeller,boughtInLastMonth,category_name
B0C2BJMZKL,"MAKEASY Binding Machine - Wire Binding Machine 34 Hole, Punching 140 Sheets - Bind 15 Sheets Metal Book Maker Kit with 100PCS Wire Binding Spines & Wire Ring Opener",https://m.media-amazon.com/images/I/71L1xhj1VSL._AC_UL320_.jpg,99.99,4.5,False,50,Office Electronics
B0BDT49K4B,ScanRite 815-E Scantron Compatible Quiz Sheet. 15 Questions.,https://m.media-amazon.com/images/I/71u-JsnvCTL._AC_UL320_.jpg,9.45,4.8,False,100,Office Electronics
B0BPTKLZ2Y,"6×100ML Sublimation Ink for Epson EcoTank ET-8550 ET8550 ET-8500 ET8500 Wide-Format Supertank Printers (6 Color, BK C M Y K PB Grey)",https://m.media-amazon.com/images/I/71+CjJaqpJL._AC_UL320_.jpg,39.99,4.4,False,0,Office Electronics
B0B6GTJF59,Reaper Brothers Halloween Digital Decoration Kit Includes 8 AtmosFX Video Effects for Halloween Plus HD Super Bright Projector and 48” x 72” Holographic Projection Screen,https://m.media-amazon.com/images/I/61pXtCirmdL._AC_UL320_.jpg,279.99,4.6,False,0,Office Electronics
B0C2CH4RWN,30X CF230X Black High Yield Toner Cartridge Compatible Replacement for HP 30X 30A CF230X CF230A for HP Laserjet Pro MFP M227fdw M203dw M227fdn M203dn M227sdn M203d M203 Printer Ink (2-Pack),https://m.media-amazon.com/images/I/71AHN5b4kcL._AC_UL320_.jpg,49.25,4.4,False,200,Office Electronics
B01N5I62L3,"TCT Premium Compatible Toner Cartridge Replacement for HP 647A 648A CE260A CE261A CE262A CE263A Works with HP Color Laserjet CP4520 CP4025 CP4525 Printers (Black, Cyan, Magenta, Yellow) - 4 Pack",https://m.media-amazon.com/images/I/71F4sgMsinL._AC_UL320_.jpg,169.99,5.0,False,0,Office Electronics
B0846D5CBP,Casio FX-991ES Plus-2nd Edition Scientific Calculator,https://m.media-amazon.com/images/I/7199tyxR0gL._AC_UL320_.jpg,27.25,4.5,False,600,Office Electronics
B01H9T9S52,"Ricoh 842126 Black Toner Cartridge for MP 4054SP, 5054SP, 6054SP",https://m.media-amazon.com/images/I/41sMd1CznsL._AC_UL320_.jpg,69.96,4.3,False,50,Office Electronics
B016DW0JZO,Uniden D1780 1.9Ghz DECT 6.0 Cordless Handset Telephone,https://m.media-amazon.com/images/I/51zOyW+Bd2L._AC_UL320_.jpg,76.18,3.9,False,0,Office Electronics
B0BYDG52NT,"storcfe DTF Pigment Ink, Transfer Ink Refill for All DTF Transfer Printers Epson ET-8550 XP-15000 L1800 L800 R2400 P400 P800, Heat Transfer Printing Direct to Film (6-Pack, 2 White + BKCMY)",https://m.media-amazon.com/images/I/613yyCCageL._AC_UL320_.jpg,39.99,4.4,False,0,Office Electronics
B07GJB1Q58,"Printer Printhead Cleaning Pen for Card Printer Thermal Printer, Pack of 3pcs， CK-ACL005",https://m.media-amazon.com/images/I/610UCf9KHNL._AC_UL320_.jpg,11.71,4.3,False,200,Office Electronics
B08QTVHK6K,"DBPOWER WiFi Projector, 9000L Full HD 1080p Video Projector with Carry Case, Support iOS/Android Sync Screen, Zoom&Sleep Timer, 4.3” LCD Home Movie Projector Compatible w/Smart Phone/Laptop",https://m.media-amazon.com/images/I/71cEbC4xXvL._AC_UL320_.jpg,119.99,4.3,False,0,Office Electronics
B07TKBTCVS,"noot products Kids Headphones with Microphone K12 Stereo 5ft Long Cord with 85dB/94dB Volume Limit Wired On-Ear Headset for iPad/Amazon Kindle,Fire/Toddler/Boys/Girls/School(Blue/Lime)",https://m.media-amazon.com/images/I/61wzHNUDWIL._AC_UL320_.jpg,11.99,4.7,False,0,Headphones & Earbuds
B0BV29CSR3,"Liladuo True Wireless Earbuds, Bluetooth 5.1 Headphones Touch Control with Charging Case IPX4 Waterproof Stereo Earphones in Ear Built-in Microphone, Compatible with Apple & Android",https://m.media-amazon.com/images/I/51D9n7-UbfL._AC_UL320_.jpg,14.99,3.0,False,0,Headphones & Earbuds
B09B369WC8,"Bluedio D3 Wireless Earbuds, in-Ear Earphones with Charging Case, Car Headset Built-in Mic Support Wireless Charging for Cell Phone, Sport, Black",https://m.media-amazon.com/images/I/51pkQ6v3SyL._AC_UL320_.jpg,13.99,3.8,False,0,Headphones & Earbuds
B0BPT8RT56,"scorking Kids Bluetooth Headphones, Wireless Headphones for Kids with Built-in Microphone, Over Ear Kids Headphones Wireless Foldable Stereo AUX 3.5mm for Boys Girls School Smartphone iPad Tablet",https://m.media-amazon.com/images/I/61Ikr6JbRXL._AC_UL320_.jpg,9.98,4.0,False,0,Headphones & Earbuds
B07NS5PDYM,"Wireless Bluetooth Call Recorder Device, Cellphone Phone Conversation Recording Headphone Voice Recorder Function Earphone for Android iPhone iPad Skype Whatsapp Audio Calls",https://m.media-amazon.com/images/I/61oTSTiaKpL._AC_UL320_.jpg,49.0,3.5,False,0,Headphones & Earbuds
B01DWHPL7O,Skullcandy Ink'd Wireless In-Ear Earbud - White/Grey,https://m.media-amazon.com/images/I/51xbIvOeoeL._AC_UL320_.jpg,48.99,4.3,False,0,Headphones & Earbuds
B09S6L2N73,"LEVN Bluetooth Headset, Wireless Headset with Microphone & Mute Button, 60Hrs Talk Time, On-Ear AI Noise Cancelling Headphones with Bluetooth 5.2 Multipoint for Trucker/Remote Work/Online Class/Zoom",https://m.media-amazon.com/images/I/61Bhx-YBuyL._AC_UL320_.jpg,29.99,4.1,False,0,Headphones & Earbuds
B0C24C91DX,"9 DIGITAL Bone Conduction Headphones Bluetooth, Open Headphones, Wireless Sports Headphones",https://m.media-amazon.com/images/I/51WXI9oEICL._AC_UL320_.jpg,15.99,4.0,False,0,Headphones & Earbuds
B0C7BT8GCD,Falebare Headphones Bluetooth Wireless Over Ear 70H Playtime HiFi Stereo Bluetooth Headphones with Microphone Foldable Lightweight Wireless Earbuds for Travel Callphone,https://m.media-amazon.com/images/I/71LGXfF71ML._AC_UL320_.jpg,13.99,4.7,False,0,Headphones & Earbuds
B0BQ5JNCJV,"ClearCall 70 - Bluetooth Headphones with Microphone + Removable Boom Mic - Work Headphones Wireless Bluetooth, Over Ear Headphones with Mic, Work from Home Headset with Mic, Headphones for Laptop",https://m.media-amazon.com/images/I/61PfIAtqkoL._AC_UL320_.jpg,47.49,4.2,False,0,Headphones & Earbuds
B09CHJDZYL,"Marshall Minor III True Wireless In-Ear Headphones,Black",https://m.media-amazon.com/images/I/71coMXf8VlL._AC_UL320_.jpg,129.97,3.7,False,0,Headphones & Earbuds
B0BS2W2NCM,"Soundcore by Anker Space Q45 Adaptive Active Noise Cancelling Headphones, Reduce Noise by Up to 98%, 50H Playtime, App Control, LDAC Hi-Res Wireless Audio, Comfortable Fit, Clear Calls (Renewed)",https://m.media-amazon.com/images/I/51wDcyBoD3L._AC_UL320_.jpg,119.99,4.2,False,0,Headphones & Earbuds
B0BK39FD94,"Wigfar Bone Conduction Headphones Premium Open-Ear Wireless Bluetooth Sport Headphones with Microphones, Sweatproof Waterproof Wireless Earphones for Running, Gym, Hiking, Cycling",https://m.media-amazon.com/images/I/51SbuaUP4nL._AC_UL320_.jpg,34.99,4.4,False,0,Headphones & Earbuds
B07C2D1B1F,"Jabra Engage 75 Wireless Headset, Mono – Telephone Headset with Industry-Leading Wireless Performance, Advanced Noise-Cancelling Microphone, Call Center Headset with All Day Battery Life,Black",https://m.media-amazon.com/images/I/71DNXAKvAJL._AC_UL320_.jpg,318.26,4.1,False,0,Headphones & Earbuds
B013HSXKQ2,"BE Headwear Bluetooth Headset- Drop in Headphones Compatible with any Ski or Snowboard Audio Ready Helmet Black , BEL3.0",https://m.media-amazon.com/images/I/41BtiZA1U-L._AC_UL320_.jpg,39.99,4.1,False,0,Headphones & Earbuds
B0CCDCLD71,"H HIFIHEAR ND DD3 in Ear Monitor Headphones,Adjustable Dual Magnetic Dynamic IEM Earphones,4 Tuning Modes Wired Earbuds with Detachable Cable for Audio Engineer,Musician (Black, No Mic)",https://m.media-amazon.com/images/I/51RvkTiRkUL._AC_UL320_.jpg,24.99,4.4,False,0,Headphones & Earbuds
B078J8TVN2,"JBL Lifestyle Tune 110BT Wireless in-Ear Headphones, Black",https://m.media-amazon.com/images/I/51SovyWOOcL._AC_UL320_.jpg,29.99,3.9,False,0,Headphones & Earbuds
B09TFZ3H9J,"TALK WORKS True Wireless Earbuds - Gaming Headphones Compatible with BT 5.0, Passive Noise Cancellation, Smart Touch Controls, Easy to Connect, USB-C Charging Cable Included, Black (04877)",https://m.media-amazon.com/images/I/615nGTCSPEL._AC_UL320_.jpg,10.31,3.9,False,0,Headphones & Earbuds
B0CBQHSCH4,"2023 New Stereo Headphones for Samsung Galaxy S23 Ultra Galaxy S22 Ultra S21 Ultra S20 Ultra, Galaxy Note 10+ - Designed by AKG - with Microphone and Volume Remote Control Type-C Connector - White",https://m.media-amazon.com/images/I/51e2f7PU5iL._AC_UL320_.jpg,26.28,4.1,False,0,Headphones & Earbuds
B09YV1JVFS,2 Pack iPhone Earbuds Wired Lightning Headphones Noise Isolating (Built-in Microphone & Volume Control)[MFi Certified] Wired in-Ear Earphones Compatible with iPhone 13 Pro Max/12/11/XS/X/7/8 -All iOS,https://m.media-amazon.com/images/I/51v20TvkXdL._AC_UL320_.jpg,9.99,3.5,False,0,Headphones & Earbuds
B098F5TWPN,"Perytong Sleeping Headphones Bluetooth Headband, Soft Long Time Play Sleeping Headsets with Built in Speakers Perfect for Workout,Running,Yoga,Travel, Darkgray",https://m.media-amazon.com/images/I/512v5zpV7wL._AC_UL320_.jpg,19.99,4.3,False,0,Headphones & Earbuds
B09H8R1R4X,"Motorola Bluetooth Wireless Headphones with Microphone, Moto XT220 Over-Ear Headphones in-Line Control for Calls - Foldable Head Phones, Adjustable Headband - Dynamic Bass, Clear Sound - Black",https://m.media-amazon.com/images/I/71WhD2O-7lL._AC_UL320_.jpg,44.98,4.3,False,0,Headphones & Earbuds
B09JG4QXK4,"USB C Headphones for Samsung Galaxy S20 S21 Google Pixel OnePlus iPad Pro Type C Earbuds with Microphone and Volume, Tangle Free USB-C Wired Earphones for Kids Women Small Ears with Case Black",https://m.media-amazon.com/images/I/51p+LBtGovL._AC_UL320_.jpg,14.99,3.8,False,0,Headphones & Earbuds
B01BDX1IVW,"Status Audio CB-1 Closed Back Studio Monitor Headphones with 50mm Drivers - for Music Production, Mixing, Mastering and Audiophile Use (Black & Gold)",https://m.media-amazon.com/images/I/61xoKK2ZCUL._AC_UL320_.jpg,79.0,4.4,False,50,Headphones & Earbuds
B0BPPFD1X7,"StitchGreen M41 Bluetooth Ear Buds, True Wireless Earbuds 180Hrs Playback with 1200mAh Battery Charging Case for Android Phone, IPX7 Waterproof Bluetooth Earphones iPhone, PC, Laptop Sports (Black)",https://m.media-amazon.com/images/I/61YppoVVE2L._AC_UL320_.jpg,25.99,3.5,False,0,Headphones & Earbuds
B09FRZ2LPJ,"COOSII Q5 Gaming Headsets with Microphone for Nintendo Switch, Wired Stereo Noise Isolation Headphone with Shareport Mute Function, Foldable On Ear Compatible Cellphones School Tablet Laptop- Red Blue",https://m.media-amazon.com/images/I/71LGcHrwfIL._AC_UL320_.jpg,0.0,4.3,False,0,Headphones & Earbuds
B0B9M552J4,"Soundcore by Anker Liberty 4, Noise Cancelling Earbuds, True Wireless Earbuds with ACAA 3.0, Dual Dynamic Drivers for Hi-Res Premium Sound, Spatial Audio with Dual Modes, All-New Heart Rate Sensor",https://m.media-amazon.com/images/I/61c62hulIKL._AC_UL320_.jpg,129.0,4.2,False,0,Headphones & Earbuds
B08XQ3QJFC,BACKWIN Wired in-Ear Headphones with Mic Volume Control Noise Cancelling Earbuds with Microphone Powerful Bass Earphones 3.5mm Jack for iOS Android Smartphones (Black),https://m.media-amazon.com/images/I/51O3844iJiL._AC_UL320_.jpg,16.49,4.2,False,0,Headphones & Earbuds
B0BZS8K88P,FUWANG Wireless Earbuds Bluetooth 5.1 Headphones Touch Control with Wireless Charging Case IPX8 Waterproof Noise Cancelling in Ear Light-Weight Built-in Microphone Headset Premium Deep Bass Black,https://m.media-amazon.com/images/I/71TjR-g9BVL._AC_UL320_.jpg,16.99,3.6,False,0,Headphones & Earbuds
B0BNJ7S1J6,MIDOLA Headphones Kids Bluetooth Wireless Volume Limited 85/110dB Over On Ear Foldable Noise Protection Headset/Wired Inline Cable AUX 3.5mm Mic for Child Boy Girl Travel School Pad Tablet Blue,https://m.media-amazon.com/images/I/51Y0mwSKoXL._AC_UL320_.jpg,15.99,4.4,False,0,Headphones & Earbuds
B07DGPDJ62,"Skullcandy Jib In-Ear Wired Earbuds, Microphone, Works with Bluetooth Devices and Computers - Red",https://m.media-amazon.com/images/I/61A6qqNxz8L._AC_UL320_.jpg,8.99,4.5,False,0,Headphones & Earbuds
B09XBRWX17,"PHILIPS T3217 True Wireless Headphones with Dual-mic Environmental Noise Cancellation for Clear Calls and IPX5 Water Resistance, Black (TAT3217BK/00)",https://m.media-amazon.com/images/I/51c7VJZTV5L._AC_UL320_.jpg,21.11,3.5,False,0,Headphones & Earbuds
B09M6FWWLW,"eleror Invisible Wireless Blue Tooth Earbuds Mini Earpiece Small Ear Buds Semi in-Ear Headphone Touch Control for Work, Home, Music, Audiobooks and Podcasts(Ivory)",https://m.media-amazon.com/images/I/41+aGCki+OL._AC_UL320_.jpg,27.99,3.4,False,0,Headphones & Earbuds
B09ZYJ4RGD,HoomKid Adjustable Foldable and Customizable Children's Wired Headphones with Volume Limit (85dB) Ages 3 to 10,https://m.media-amazon.com/images/I/71V5NSnA4lL._AC_UL320_.jpg,39.9,4.6,False,0,Headphones & Earbuds
B0C7WZZLZN,Wicked Audio Mojo 800 True Wireless Bluetooth Earbuds | ANC Noise Canceling | Wireless Charging | Clear Call Mics | Long Battery Life | Mobile App | Custom EQ Modes | GPS Find Buds | Transparency Mode,https://m.media-amazon.com/images/I/619TQbagcrL._AC_UL320_.jpg,79.99,0.0,False,0,Headphones & Earbuds
B09W5M8VB5,"BULYPAZY Sleep Headphones, 2023 Bluetooth Headband Headphones with HD Speakers and Mic Perfect for Side Sleepers Sleeping Calling Jogging Yoga Workout Gift Ideas-Unisex (HF012-Gray)",https://m.media-amazon.com/images/I/71+zDBP1ijL._AC_UL320_.jpg,19.98,3.8,False,0,Headphones & Earbuds
B0BTGQZLM3,"Wireless Earbuds, Bluetooth 5.3 Earbuds 36H Playtime LED Power Display Earbuds with Wireless Charging Case",https://m.media-amazon.com/images/I/41moLbVjFSL._AC_UL320_.jpg,85.99,4.0,False,0,Headphones & Earbuds
B09Z2P4WTZ,Neckband Bluetooth Headphones Around The Neck Wireless Earbuds with Microphone 100H Long Battery Life Waterproof Running Workout Headphones Noise Cancelling Earphones for Android iOS Sports Cycling,https://m.media-amazon.com/images/I/513ceYa--vL._AC_UL320_.jpg,25.99,4.0,False,0,Headphones & Earbuds
B0912FC3JG,"UrbanX 2021 Stereo Headphones for Note 10, Note 10+, Galaxy S10, S9 Plus, S10e, Galaxy S21, Galaxy S20 FE, Galaxy S20, Microphone and Volume Remote Type-C Connector",https://m.media-amazon.com/images/I/51eLSJqrt8L._AC_UL320_.jpg,18.58,4.0,False,0,Headphones & Earbuds
B0BBQVC5R5,"SLuB Wireless Headphones Over Ear Wireless Bluetooth Headphones Foldable Headphones 24H Playback Time CVC8.0 Microphone and Detachable Cable, Suitable for Adult, Child, TV, Travel, Home Office",https://m.media-amazon.com/images/I/51UgIKiz5bS._AC_UL320_.jpg,19.99,4.1,False,0,Headphones & Earbuds
B086WYK1RF,"Urbanears Luma True Wireless Earbuds with Charging Case, Charcoal Black",https://m.media-amazon.com/images/I/81NFXV70a+L._AC_UL320_.jpg,91.19,3.0,False,0,Headphones & Earbuds
B0B1J7K8X6,"in Ear Earbuds Headphones Wired Earphones with Microphone and Volume/Calls/Music in-Line Control, Compatible with Smartphones, Tablets, PC, Computer and Other Devices with 3.5mm Headphone Jack, White",https://m.media-amazon.com/images/I/51BjeTBSvqL._AC_UL320_.jpg,5.99,5.0,False,0,Headphones & Earbuds
B09P87GSZ8,Keewonda Wired Kids Earbuds Headphones 30 Pack Bulk Earbuds for Classroom School Students Multi Pack Earphones for iPad Laptop Chromebook PC,https://m.media-amazon.com/images/I/51uSRLXjgZL._AC_UL320_.jpg,26.95,4.5,False,0,Headphones & Earbuds
B01GU4BGSY,Bastex Universal Earphone/Ear Buds 3.5mm Stereo Headphones in-Ear Tangle Free Cable with Built-in Microphone Earbuds for iPhone iPod iPad Samsung Android Mp3 Mp4 and More-Blue/Black,https://m.media-amazon.com/images/I/61uEqAZuQsL._AC_UL320_.jpg,6.99,4.0,False,0,Headphones & Earbuds
B08BNMCRTC,"gorsun Kids Bluetooth Headphones with MIC, Children's Wireless Headphones with Microphone 85dB Volume Regulator Stereo Over-Ear Kids Headsets Earphones for Boys,Girls,Toddler,Youth",https://m.media-amazon.com/images/I/61r0kNkCwYL._AC_UL320_.jpg,16.99,4.4,False,0,Headphones & Earbuds
B0C3ZR6JJL,"Soundcore by Anker Life Note 3i Noise Cancelling Earbuds, Reduce Noise by Up to 90%, App Customization (Renewed)",https://m.media-amazon.com/images/I/51hRZStyezL._AC_UL320_.jpg,39.99,4.4,False,0,Headphones & Earbuds
B0B3Y5B59V,"Lenovo - 110 Analog in-Ear Headphones - in-Line Microphone - 3.5mm Connectivity - Play & Pause Button - 3 Sizes of Ear Tips Included,Grey",https://m.media-amazon.com/images/I/31u1U16WWCL._AC_UL320_.jpg,9.99,3.0,False,0,Headphones & Earbuds
B09YTFD4LS,"iJoy Ultra Wireless Headphones with Microphone- Rechargeable Over Ear Wireless Bluetooth Headphones with 10Hr Playtime, SD Slot, Backup Wire- Soft Cushion Wireless Headset with Mic (Black)",https://m.media-amazon.com/images/I/71tv7zW07wL._AC_UL320_.jpg,21.99,4.0,False,0,Headphones & Earbuds
B08TX4PGND,Maxell MEGA Trio Earbud W/MIC Winder BLK/WHT Flat Cable Storage Bag (199818),https://m.media-amazon.com/images/I/41DsWjwUvrL._AC_UL320_.jpg,8.99,0.0,False,0,Headphones & Earbuds
B0BLTXYSR9,"Wireless Earbuds Bluetooth Headphones 48hrs Play Back Sport Earphones with LED Display Over-Ear Buds with Earhooks Built-in Mic Headset, 48H Playtime, Noise Cancelling (Blue)",https://m.media-amazon.com/images/I/41Zn5PNIWtL._AC_UL320_.jpg,12.99,3.6,False,0,Headphones & Earbuds
B01N12CNFM,"EARBUDi Cord - Soft 22 Inches Leash or Necklace That Holds Around Your Neck, Compatible with Many Wireless Buds, White",https://m.media-amazon.com/images/I/81RASj6-FBL._AC_UL320_.jpg,6.99,3.9,False,0,Headphones & Earbuds
B09H2NC2NP,"DGwear Wireless Bone Conduction Headphones, Open Ear Sports Bluetooth Headset with Reflective Strips,IP67 Waterproof,Titanium Lightweight Sweat-Proof for Running Driving Cycling Meeting, DG08M, Black",https://m.media-amazon.com/images/I/61ubjFfPFOL._AC_UL320_.jpg,49.9,3.9,False,0,Headphones & Earbuds
B0C89MNVN2,"TEDATATA Portable Bone Conduction Headphones are not in-Ear Noise-Cancelling Headphones, Suitable for Sports Running Headphones, Ear Bone Induction, Lightweight",https://m.media-amazon.com/images/I/51T+ukrqvtL._AC_UL320_.jpg,119.99,1.0,False,0,Headphones & Earbuds
B0CBV6LVMH,"Wireless Headphones, Bluetooth Earbuds ENC Noise Cancelling Translucent Earphones in Ear, HiFi Stereo Dual Microphone Mini Sport Ear Buds with Fast Charging,IP7 Waterproof Sweat Resistant Headphones",https://m.media-amazon.com/images/I/61WHzkGdGoL._AC_UL320_.jpg,8.99,4.3,False,0,Headphones & Earbuds
B0BB29LRQM,"Wireless Earbuds, Bluetooth 5.3 Headphones HiFi Stereo Bluetooth Earbuds with HD Mic, Headphones Wireless Bluetooth Dual LED Display, IP7 Waterproof, USB-C Charging Case, 40H Playtime Earbuds [2022]",https://m.media-amazon.com/images/I/51Epl6NDFjL._AC_UL320_.jpg,29.99,4.4,False,0,Headphones & Earbuds
B00OY8G3NC,Swimbuds Sport Premium Waterproof Headphones & 11 eartips in 4 Styles (Upgraded Cord),https://m.media-amazon.com/images/I/61VUQEjqmJL._AC_UL320_.jpg,60.0,4.1,False,0,Headphones & Earbuds
B01M1KMAO8,"Plantronics wireless bluetooth headphone, White (203749-21)",https://m.media-amazon.com/images/I/81F4WKKfrrL._AC_UL320_.jpg,0.0,4.0,False,0,Headphones & Earbuds
B00SRAV6V2,"MAXROCK (Tm Wired Sleep Earphones Soft Sleep Earbuds Total Silicon Sleeping Headphones with in-line Mic for Cellphones, Mp3, Tablet pocasts 3.5 Mm",https://m.media-amazon.com/images/I/61voeyaR4NL._AC_UL320_.jpg,9.09,4.2,False,0,Headphones & Earbuds
B0C779XG77,iPhone Earbuds Wired Headphones for iPhone [No Bluetooth Required] with Lightning Connector [MFi Certified](Built-in Microphone&Volume Control) Earphones for iPhone 14/13/12/11/X/8/7/Pro/Pro Max,https://m.media-amazon.com/images/I/61Kr8YDAqJL._AC_UL320_.jpg,9.69,4.1,False,0,Headphones & Earbuds
B09BZ5KD4T,"in-Ear Headphones with Lead Wire,Microphone, Volume Control Stereo Bass, Microphone, Earphone Noise Isolation, Mobile Headset, Suitable for 3.5mm Jack iPhone, PC, MP3, Android Phones",https://m.media-amazon.com/images/I/71Ckem3d7aL._AC_UL320_.jpg,12.9,4.6,False,0,Headphones & Earbuds
B0C1FS8PMY,"Hanging Neck Bluetooth Earphones, high Fidelity Audio, IPX5 Waterproof Wireless Earphones, Wireless Earphones Suitable for Running and Running",https://m.media-amazon.com/images/I/51X9ZzyLMzL._AC_UL320_.jpg,5.98,1.0,False,0,Headphones & Earbuds
B0BWYXXSFT,"eKids Gabbys Dollhouse Kids Bluetooth Headphones, Wireless Headphones with Microphone Includes Aux Cord, Volume Reduced Kids Foldable Headphones for School, Home, or Travel",https://m.media-amazon.com/images/I/61IiioVkjzL._AC_UL320_.jpg,29.89,4.8,False,0,Headphones & Earbuds
B0BR3P9FJ6,"HUO JI Sleep Earbuds, Ultra Soft and Small Silicone Sleeping Earphone Headphones with Volume Control, Mic, 3 Sizes Lightweight Earmuffs for Side Sleeper, Snoring, Air Travel, Relaxation (Black)",https://m.media-amazon.com/images/I/51knDn+aO9L._AC_UL320_.jpg,8.99,3.9,False,0,Headphones & Earbuds
B08KG746TZ,Women's/Adults Teen Boys Shadow Sonic Foldable Headphones Over Ear Headset Wired Headphones Lightweight Earphone Microphone Headphone for Womens Gaming,https://m.media-amazon.com/images/I/71JLBEEo4EL._AC_UL320_.jpg,35.99,3.7,False,0,Headphones & Earbuds
B09T5L1L5Z,NEW BARLEY 5.0 Wireless Bluetooth Headphones with Wireless Charging Case Double Noise Cancelling Headphones Built-in Microphone Black,https://m.media-amazon.com/images/I/61Q+o7T9tYL._AC_UL320_.jpg,11.89,5.0,False,0,Headphones & Earbuds
B084LT8ZMM,"Morpheus 360 Bluetooth Headphones, Wireless Headphones Over Ear, Wireless Headset with Microphone, Black with Gold Accents, Comfortable Design HP5500G",https://m.media-amazon.com/images/I/61q1B+yJsoL._AC_UL320_.jpg,19.99,4.1,False,0,Headphones & Earbuds
B08SCMLQ5G,"ElloGear EG11WS Stereo Earbuds 3.5mm with Noise Isolating Technology, Microphone and Volume Control - Clarity and Bass Performance – (White/Silver)",https://m.media-amazon.com/images/I/71etFiY6erL._AC_UL320_.jpg,8.95,4.2,False,0,Headphones & Earbuds
B01N0GYMPD,"ONTA Kids Headphones for Boys Girls - Child Student Headset Wired Plug Toddler Earphones School Teen on Ear for Ipad | Computer | Smart Phone | Amazon Fire Tablet | Laptop | Plane Travel | Game, Pink",https://m.media-amazon.com/images/I/611UA3BFTLL._AC_UL320_.jpg,13.99,4.2,False,0,Headphones & Earbuds
B08WL2NB7R,"Anker Soundcore Life Q20 Hybrid Active Noise Cancelling Headphones, Wireless Over Ear Bluetooth Headphones, 40H Playtime, Hi-Res Audio, Deep Bass, Memory Foam Ear Cups(Renewed)",https://m.media-amazon.com/images/I/81mJwCpe8iL._AC_UL320_.jpg,55.99,4.7,False,0,Headphones & Earbuds
B0CBQMFH2R,Wireless Earbuds Bluetooth 5.0 Waterproof Headset Headphones Noise Cancellation,https://m.media-amazon.com/images/I/51aWpQuIHFL._AC_UL320_.jpg,11.99,5.0,False,0,Headphones & Earbuds
B0CDWLN16J,"Wireless Bluetooth Headphones with Charging Case, Wireless Earbuds, Waterproof Stereo Earphones in-Ear Built-in Mic Headset for Sport(Black)",https://m.media-amazon.com/images/I/61RvolQqgWL._AC_UL320_.jpg,7.99,2.9,False,0,Headphones & Earbuds
B0BLSFHD2C,"Wireless Earbud, Bluetooth 5.1 Headphones with HD Mic, 2023 Mini Bluetooth Earbud Deep Bass, 30H IP7 Waterproof Wireless Headphones, Wireless Earphones in Ear with Touch Control, USB-C Fast Charging",https://m.media-amazon.com/images/I/71on1MUgCvL._AC_UL320_.jpg,29.99,4.5,False,0,Headphones & Earbuds
B0924XR6GH,"Aluratek Wired USB Stereo Headset with Noise Cancelling Boom Mic and in-Line Controls, for Distance Learning, Zoom, MS Teams, Video Conferencing, Skype, Gaming, Music Play, Webinars (AWHU02FB), Black",https://m.media-amazon.com/images/I/51hP71G3Z2L._AC_UL320_.jpg,18.18,3.9,False,0,Headphones & Earbuds
B08VSD2LGZ,"Skullcandy Jib True Wireless Earbud with Microphone / 22 Hour Battery Life / Use with iPhone and Android / Best for Gym, and Gaming / Bluetooth Earbud Headphones - Black/Orange",https://m.media-amazon.com/images/I/61olI2qQSZL._AC_UL320_.jpg,0.0,4.3,False,0,Headphones & Earbuds
B0CGLH7B4B,"iPhone Headphones Earbuds with Lightning Connector, Headphones Wired for iPhone, [Apple MFi Certified] Built-in Mic & Volume Control, Noise Isolating Earphones Compatible with iPhone 14/13/12/SE/11/X",https://m.media-amazon.com/images/I/510VUmUOOpL._AC_UL320_.jpg,7.99,4.4,False,0,Headphones & Earbuds
B0BG15TYYJ,"USB C Headphones Replacement for Samsung Z Flip4 Fold4, HiFi Stereo Type C Earbuds Wired Earphones Mic Volume Control for Samsung Galaxy Z Flip 4 3 Z Fold 4 3, Galaxy S21 FE, S21 Ultra Note 20",https://m.media-amazon.com/images/I/41Okym2mLlL._AC_UL320_.jpg,9.97,4.1,False,0,Headphones & Earbuds
B088MB1K3D,"TCL SOCL500TWS Wireless Earbuds with Pumping Bass, Type-C Charging Case 26H Playtime, Bluetooth 5.0, Secure Fit, Waterproof, Noise Isolation, One Step Pairing for Gym - Blue Ocean",https://m.media-amazon.com/images/I/51MQ7J3TbhL._AC_UL320_.jpg,19.99,4.0,False,0,Headphones & Earbuds
B07VDJ9XB4,"Hongzan Kids Headphones Bulk 10 Pack for School Students Children Teen Boys Girls, Wholesale Disposable Headphones Classroom Earphones(Black)",https://m.media-amazon.com/images/I/71eFY-P5aoL._AC_UL320_.jpg,22.95,4.0,False,0,Headphones & Earbuds
B0B8DC9QT7,"SIMOLIO Dual Wireless Headphones for TV Watching with Transmitter/Charging Stand 2-in-1, Spare Battery & Dialog Mode & Balance Control for Seniors, Optical/RCA/AUX Compatible, Bypass to Soundbar",https://m.media-amazon.com/images/I/610n2zEg+fL._AC_UL320_.jpg,149.99,4.5,False,0,Headphones & Earbuds
B07W8W4WD1,"Monoprice - 138542 True Wireless Plus Earphones with Wireless Charging Case -IPX5 Nano Waterproof Coating, Sweatproof, Bluetooth 5 with aptX, AAC, Mic, CVC 8.0, 8 Hour Playtime with Auto On/Off, Black",https://m.media-amazon.com/images/I/61jcsASIY6L._AC_UL320_.jpg,96.67,3.9,False,0,Headphones & Earbuds
